1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. FEDERAL FACILITY,15. INDUSTRY SECTOR CODE,16. INDUSTRY SECTOR,17. PRIMARY SIC,18. SIC 2,19. SIC 3,20. SIC 4,21. SIC 5,22. SIC 6,23. PRIMARY NAICS,24. NAICS 2,25. NAICS 3,26. NAICS 4,27. NAICS 5,28. NAICS 6,29. DOC_CTRL_NUM,30. CHEMICAL,31. CAS #/COMPOUND ID,32. SRS ID,33. CLEAN AIR ACT CHEMICAL,34. CLASSIFICATION,35. METAL,36. METAL CATEGORY,37. CARCINOGEN,38. FORM TYPE,39. UNIT OF MEASURE,40. 5.1 - FUGITIVE AIR,41. 5.2 - STACK AIR,42. 5.3 - WATER,43. 5.4 - UNDERGROUND,44. 5.4.1 - UNDERGROUND CL I,45. 5.4.2 - UNDERGROUND C II-V,46. 5.5.1 - LANDFILLS,47. 5.5.1A - RCRA C LANDFILL,48. 5.5.1B - OTHER LANDFILLS,49. 5.5.2 - LAND TREATMENT,50. 5.5.3 - SURFACE IMPNDMNT,51. 5.5.3A - RCRA SURFACE IM,52. 5.5.3B - OTHER SURFACE I,53. 5.5.4 - OTHER DISPOSAL,54. ON-SITE RELEASE TOTAL,55. 6.1 - POTW - TRNS RLSE,56. 6.1 - POTW - TRNS TRT,57. POTW - TOTAL TRANSFERS,58. 6.2 - M10,59. 6.2 - M41,60. 6.2 - M62,61. 6.2 - M40 METAL,62. 6.2 - M61 METAL,63. 6.2 - M71,64. 6.2 - M81,65. 6.2 - M82,66. 6.2 - M72,67. 6.2 - M63,68. 6.2 - M66,69. 6.2 - M67,70. 6.2 - M64,71. 6.2 - M65,72. 6.2 - M73,73. 6.2 - M79,74. 6.2 - M90,75. 6.2 - M94,76. 6.2 - M99,77. OFF-SITE RELEASE TOTAL,78. 6.2 - M20,79. 6.2 - M24,80. 6.2 - M26,81. 6.2 - M28,82. 6.2 - M93,83. OFF-SITE RECYCLED TOTAL,84. 6.2 - M56,85. 6.2 - M92,86. OFF-SITE ENERGY RECOVERY T,87. 6.2 - M40 NON-METAL,88. 6.2 - M50,89. 6.2 - M54,90. 6.2 - M61 NON-METAL,91. 6.2 - M69,92. 6.2 - M95,93. OFF-SITE TREATED TOTAL,94. 6.2 - UNCLASSIFIED,95. 6.2 - TOTAL TRANSFER,96. TOTAL RELEASES,97. 8.1 - RELEASES,98. 8.1A - ON-SITE CONTAINED,99. 8.1B - ON-SITE OTHER ,100. 8.1C - OFF-SITE CONTAIN,101. 8.1D - OFF-SITE OTHER R,102. 8.2 - ENERGY RECOVER ON,103. 8.3 - ENERGY RECOVER OF,104. 8.4 - RECYCLING ON SITE,105. 8.5 - RECYCLING OFF SIT,106. 8.6 - TREATMENT ON SITE,107. 8.7 - TREATMENT OFF SITE,108. PRODUCTION WSTE (8.1-8.7),109. 8.8 - ONE-TIME RELEASE,110. PROD_RATIO_OR_ ACTIVITY,111. 8.9 - PRODUCTION RATIO,112. PARENT CO NAME,113. PARENT CO DB NUM,
"2018","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NO","324","Petroleum","","","","","","","324110","","","","","","1318217440320","CRESOL (MIXED ISOMERS)","001319773","83550","YES","TRI","NO","0","NO","R","Pounds","6",".5","550","0","0","0","0","0","0","0","0","0","0","0","556.5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37","17","0","0","0","0","0","54","0","0","5","0","0","5","0","0","0","0","29","0","2","0","0","31","0","90","610.5","0","0","556.5","48","0","0","0","0","5","37000","31","37640.5","6","PRODUCTION","1.04","CHEVRON CORP","001382555"
"2018","90748NCLLS1660W","110000476235","PHILLIPS 66 LOS ANGELES REFINERY WILMINGTON PLANT","1660 W ANAHEIM ST","WILMINGTON","LOS ANGELES","CA","90744","","","33.774469","-118.290696","NO","324","Petroleum","","","","","","","324110","","","","","","1318217364049","ZINC COMPOUNDS","N982","649699","NO","TRI","YES","1","NO","R","Pounds","26","250","0","0","0","0","0","0","0","0","0","0","0","0","276","3200","0","3200","0","0","0","0","0","0","0","0","0","0","0","0","420","12","0","0","1900","0","0","5532","0","34449","0","0","0","34449","0","0","0","0","0","0","0","0","0","0","0","36781","5808","0","0","280","2500","3000","0","0","0","34000","0","0","39780","","PRODUCTION","1","PHILLIPS 66 CO","078378508"
"2018","94802CHVRN841ST","110020506460","CHEVRON PRODUCTS CO RICHMOND REFINERY","841 CHEVRON WAY","RICHMOND","CONTRA COSTA","CA","94801","","","37.938779","-122.396453","NO","324","Petroleum","","","","","","","324110","","","","","","1318217440268","BENZENE","000071432","4754","YES","TRI","NO","0","YES","R","Pounds","400","2000","5","0","0","0","0","0","0","0","0","0","0","0","2405","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","33","0","0","0","0","0","33","0","0","0","0","0","0","0","0","0","0","410","0","0","0","0","410","0","443","2438","0","0","2405","33","0","0","0","0","0","35000","300","37738","110","PRODUCTION",".84","CHEVRON CORP","001382555"
"2018","90748NCLLS1660W","110000476235","PHILLIPS 66 LOS ANGELES REFINERY WILMINGTON PLANT","1660 W ANAHEIM ST","WILMINGTON","LOS ANGELES","CA","90744","","","33.774469","-118.290696","NO","324","Petroleum","","","","","","","324110","","","","","","1318217363860","ETHYLBENZENE","000100414","19406","YES","TRI","NO","0","YES","R","Pounds","600","140","0","0","0","0","0","0","0","0","0","0","0","0","740","72","78","150","0","0","0","0","0","0","0","0","0","0","0","0","9","1","0","0","0","2","0","84","0","0","14","0","0","14","0","0","0","0","21","0","0","0","0","99","0","125","824","0","0","740","15","70","0","0","0","14","0","99","938","","PRODUCTION","1","PHILLIPS 66 CO","078378508"
"2018","93033HNMPP5936P","110000481292","NEW-INDY OXNARD LLC","5936 PERKINS RD","OXNARD","VENTURA","CA","93033","","","34.14176","-119.18398","NO","322","Paper","","","","","","","322121","322130","","","","","1318216862488","SODIUM DIMETHYLDITHIOCARBAMATE","000128041","34462","NO","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","ACTIVITY","1.38","NEW-INDY CONTAINERBOARD LLC","078526056"
"2018","94565DWCHMFOOTO","110000602544","DOW CHEMICAL CO","901 LOVERIDGE RD","PITTSBURG","CONTRA COSTA","CA","94565","","","38.023129","-121.855352","NO","325","Chemicals","","","","","","","325199","325180","325320","","","","1318217492281","DIISOCYANATES","N120","649715","YES","TRI","NO","0","NO","R","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","211","0","0","0","0","211","0","211","0","0","0","0","0","0","0","0","0","0","0","211","211","","PRODUCTION","1.05","THE DOW CHEMICAL CO","001381581"
"2018","92707GLLDC1230E","110000480612","GALLADE CHEMICAL INC","1230 E SAINT GERTRUDE PL","SANTA ANA","ORANGE","CA","92707","","","33.719127","-117.856675","NO","4246","Chemical Wholesalers","","","","","","","424690","","","","","","1318217367996","NITRIC ACID","007697372","152686","NO","TRI","NO","0","NO","R","Pounds","3","1","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","4","","PRODUCTION",".94","NA",""
"2018","94533BLLPC2400H","110000498051","BALL METAL BEVERAGE CONTAINER CORP","2400 HUNTINGTON DR","FAIRFIELD","SOLANO","CA","94533","","","38.27793","-121.97399","NO","332","Fabricated Metals","","","","","","","332431","","","","","","1318216826154","CERTAIN GLYCOL ETHERS","N230","649541","YES","TRI","NO","0","NO","R","Pounds","24000","38000","0","0","0","0","0","0","0","0","0","0","0","0","62000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","637","637","0","0","0","0","0","0","0","0","637","62000","0","0","62000","0","0","0","637","0","0","209000","0","271637","","PRODUCTION",".89","BALL CORP","006419147"
"2018","95376CMXRD335ST","110025334074","CEMEX TRACY","30350 S TRACY BLVD","TRACY","SAN JOAQUIN","CA","95376","","","37.678668","-121.43442","NO","327","Nonmetallic Mineral Product","","","","","","","327320","","","","","","1318216802191","NITRATE COMPOUNDS","N511","649616","NO","TRI","NO","0","NO","A","Pounds","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","CEMEX INC","189840945"
"2018","90723PRMNT14700","110000475940","ALTAIR PARAMOUNT LLC","14700 DOWNEY AVE","PARAMOUNT","LOS ANGELES","CA","90723","","","33.899538","-118.15141","NO","325","Chemicals","","","","","","","325199","324110","","","","","1318217520586","TOLUENE","000108883","25452","YES","TRI","NO","0","NO","R","Pounds","24.81","124.94","0","0","0","0","0","0","0","0","0","0","0","0","149.75","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",".37","0","0",".37","0","0","0","0","0","0","0","0","0","0","0",".37","149.75","0","0","149.75","0","0","0","0","0",".37","0","0","150.12","","PRODUCTION","1","WORLD ENERGY","081295948"
